entity_id,name,canonical,entity_type,context,source,source_url
ENT_AAF2CD,Grapsus tenuicrustatus,grapsus tenuicrustatus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_47200
ENT_B570EE,Gumboro disease,gumboro disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_736
ENT_F05CF6,avian infectious bursitis,avian infectious bursitis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_736
ENT_2B0C58,infectious bursal disease,infectious bursal disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_736
ENT_A93036,Gymnocrotaphus curvidens,gymnocrotaphus curvidens,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_43235
ENT_7A3A19,Haemoproteus,haemoproteus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_3466
ENT_669F2C,Hantavirus,hantavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35746
ENT_1A86AA,Hantaan virus,hantaan virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35746
ENT_9235A5,Puumala virus,puumala virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35746
ENT_11C3B7,Hemitaeniochromis urotaenia,hemitaeniochromis urotaenia,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_43637
ENT_48F080,Hendra henipavirus,hendra henipavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_85560bd4
ENT_733434,Hendra virus,hendra virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_85560bd4
ENT_423DC1,Hendra virus disease,hendra virus disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_1f065f25
ENT_09D272,Hendra virus infection,hendra virus infection,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_1f065f25
ENT_38D257,Heracleum latent virus,heracleum latent virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_3bc35af9
ENT_50CBF0,Herotilapia multispinosa,herotilapia multispinosa,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_43640
ENT_1E7627,Heterodera carotae,heterodera carotae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_31043
ENT_E1B50F,Heteroteuthis dispar,heteroteuthis dispar,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48646
ENT_57C20C,Heterotis,heterotis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_24760
ENT_8F40A1,Heterotis niloticus,heterotis niloticus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_39560
ENT_7BE493,Holothuria scabra,holothuria scabra,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_49406
ENT_009ED2,Holotrichia (Protozoa),holotrichia (protozoa,Disease,"Under current classification systems, Holotrichia is are considered as a historically recognized but currently not used order. Concept retained for legacy purposes. For the genus of beetle in the family Scarabaeidae, see ""Holotrichia (Coleoptera)"" <c_3644>.",agrovoc,http://aims.fao.org/aos/agrovoc/c_15747
ENT_96EA63,holotrichs,holotrichs,Disease,"Under current classification systems, Holotrichia is are considered as a historically recognized but currently not used order. Concept retained for legacy purposes. For the genus of beetle in the family Scarabaeidae, see ""Holotrichia (Coleoptera)"" <c_3644>.",agrovoc,http://aims.fao.org/aos/agrovoc/c_15747
ENT_092874,Hoplobrotula gnathopus,hoplobrotula gnathopus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_41950
ENT_1A2868,Hordeivirus,hordeivirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32860
ENT_A422ED,Hydrotaea,hydrotaea,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_11671
ENT_52847F,Hydrotaea irritans,hydrotaea irritans,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_30564
ENT_4022C2,Hypena scabra,hypena scabra,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_37409
ENT_039C29,Plathypena scabra,plathypena scabra,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_37409
ENT_779678,Iflavirus,iflavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_3bf334af
ENT_7D05FD,Ilarvirus,ilarvirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32861
ENT_616275,Iridovirus,iridovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35627
ENT_B3E3DB,Isavirus,isavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_b156e7d1
ENT_9D6849,Isle of Wight disease,isle of wight disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_11846
ENT_3A9FC7,Israeli acute paralysis virus,israeli acute paralysis virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_59af2cc9
ENT_9DAB0B,Japanese encephalitis virus,japanese encephalitis virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_16437
ENT_5E1179,Jenkinsia lamprotaenia,jenkinsia lamprotaenia,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_39084
ENT_36E895,Kashmir bee virus,kashmir bee virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_e4140d75
ENT_14AD25,Langstroth hives,langstroth hives,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_42a7c315
ENT_D53A0F,Lathyrus rotundifolius,lathyrus rotundifolius,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_64620c42
ENT_9DBBF3,Lathyrus rotundifolius subsp. miniatus,lathyrus rotundifolius subsp. miniatus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_79639023
ENT_517ACB,Lelystad virus,lelystad virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35370
ENT_2CDDBC,PRRS virus,prrs virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35370
ENT_EBB7CF,Lentivirus,lentivirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4263
ENT_621B90,Lentivirinae,lentivirinae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4263
ENT_8D1E32,Leporipoxvirus,leporipoxvirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4274
ENT_A8E98C,Myxoma virus,myxoma virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4274
ENT_99FABB,Myxomatosis virus,myxomatosis virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4274
ENT_D16C2A,rabbit fibroma virus,rabbit fibroma virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4274
ENT_FF8A1E,Littoraria scabra,littoraria scabra,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_47294
ENT_9830EF,Luciobrotula bartschi,luciobrotula bartschi,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_41970
ENT_2465CE,Luteovirus,luteovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32862
ENT_E897E0,Lysiosquilla scabricauda,lysiosquilla scabricauda,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_46223
ENT_E9BB97,Lyssavirus,lyssavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4489
ENT_E365DA,rabies-like viruses,rabies-like viruses,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4489
ENT_3FA747,Machlomovirus,machlomovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_8c74dbf9
ENT_E65794,Macrobrachium scabriculum,macrobrachium scabriculum,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_46593
ENT_C36F71,Macrotermes,macrotermes,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4505
ENT_6FEB95,Macrotyloma,macrotyloma,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4506
ENT_F6BDCF,Macrotyloma axillare,macrotyloma axillare,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4507
ENT_20C48D,Dolichos axillaris,dolichos axillaris,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4507
ENT_7F485A,Macrotyloma uniflorum,macrotyloma uniflorum,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4508
ENT_90344D,Dolichos biflorus,dolichos biflorus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4508
ENT_A6B85D,Dolichos uniflorus,dolichos uniflorus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4508
ENT_CC59EC,Marafivirus,marafivirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_413fad7e
ENT_FDC4F2,Marburg virus disease,marburg virus disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_f1f99227
ENT_529F2D,Marburg haemorrhagic fever,marburg haemorrhagic fever,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_f1f99227
ENT_726E1A,Marburgvirus,marburgvirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_c2b16ba3
ENT_BF8F4E,Marek's disease,marek's disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4599
ENT_C40B5D,Marek's disease virus,marek's disease virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_12394
ENT_F0F32E,Mastadenovirus,mastadenovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_12422
ENT_9292EB,Medicago rotata,medicago rotata,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_80dc46ce
ENT_60C972,Megachile rotundata,megachile rotundata,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_29822
ENT_AC62BB,Megachile pacifica,megachile pacifica,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_29822
ENT_30D9EC,Microcerotermes,microcerotermes,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4801
ENT_E8D63A,Microdontochromis rotundiventralis,microdontochromis rotundiventralis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_43661
ENT_EF68F5,Microtermes,microtermes,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4814
ENT_589CA5,Microthrissa royauxi,microthrissa royauxi,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_39132
ENT_3499E7,Microtus,microtus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_16325
ENT_C307CE,Middle East respiratory syndrome coronavirus,middle east respiratory syndrome coronavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_8e19eb98
ENT_335CA0,MERS‐CoV,merscov,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_8e19eb98
ENT_F989DE,Mimosa scabrella,mimosa scabrella,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4845
ENT_E27573,Mimosa bracatinga,mimosa bracatinga,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4845
ENT_42B645,Moko disease,moko disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_36374
ENT_4C4BBF,Morbillivirus,morbillivirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_4937
ENT_FF9982,Morchella rotunda,morchella rotunda,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_b71439e1
ENT_0ABD61,Moroteuthis ingens,moroteuthis ingens,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48743
ENT_ECBD33,Moroteuthis knipovitchi,moroteuthis knipovitchi,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48744
ENT_75C30E,Moroteuthis lonnbergi,moroteuthis lonnbergi,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48745
ENT_C135F9,Moroteuthis robsoni,moroteuthis robsoni,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48746
ENT_663B2E,Moroteuthis robustus,moroteuthis robustus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_48747
ENT_48A724,Mycterothrips,mycterothrips,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_e338d835
ENT_2A276B,Mycterothrips albidicornis,mycterothrips albidicornis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_bf147edb
ENT_A97D6B,Mycterothrips setiventris,mycterothrips setiventris,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_918b5c6c
ENT_F2B998,Mycterothrips tschirkunae,mycterothrips tschirkunae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_24bad6e6
ENT_EE9DB5,Myrothecium,myrothecium,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_26580
ENT_8E8054,Nairobi sheep disease,nairobi sheep disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_16445
ENT_CED8D9,Nairovirus,nairovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35642
ENT_07A7FF,Narcissus serotinus,narcissus serotinus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_df9345e7
ENT_C25A8C,Necrovirus,necrovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32863
ENT_011C9F,Nepovirus,nepovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32864
ENT_40805D,nepovirus group,nepovirus group,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32864
ENT_A1617B,Neurotoma,neurotoma,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_d8e5d14c
ENT_820410,Neurotoma inconspicua,neurotoma inconspicua,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_5b82c6b5
ENT_B74AE2,plum web spinning sawfly,plum web spinning sawfly,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_5b82c6b5
ENT_338760,Newcastle disease,newcastle disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_5165
ENT_5389FF,fowl pest,fowl pest,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_5165
ENT_A6929A,Newcastle disease virus,newcastle disease virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_5166
ENT_0E3E40,fowl pest virus,fowl pest virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_5166
ENT_AFAB63,Nicotiana rustica,nicotiana rustica,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_5176
ENT_68E66C,Nicotine tobacco,nicotine tobacco,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_5176
ENT_91089A,Nipah virus,nipah virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_a5e259a2
ENT_218D8B,Henipavirus nipahense,henipavirus nipahense,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_a5e259a2
ENT_61AB2D,Nipah henipavirus,nipah henipavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_a5e259a2
ENT_9CDBD2,Nipah virus disease,nipah virus disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_9fe55e8d
ENT_ECD995,Nipah virus infection,nipah virus infection,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_9fe55e8d
ENT_16844D,Norovirus,norovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_214849bb
ENT_CACBDC,Norwalk-like viruses,norwalk-like viruses,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_214849bb
ENT_C9E9A7,small round structured viruses,small round structured viruses,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_214849bb
ENT_7DC43B,Norwalk virus,norwalk virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35644
ENT_889C3F,Nucleorhabdovirus,nucleorhabdovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_e8ba1725
ENT_63EFB9,Plant Rhabdovirus Group B,plant rhabdovirus group b,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_e8ba1725
ENT_16683F,Ocypode rotundata,ocypode rotundata,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_47070
ENT_B17745,Orbivirus,orbivirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_5377
ENT_BCEB50,Orconectes rusticus,orconectes rusticus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_46836
ENT_63A72B,Orthobunyavirus,orthobunyavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_331430
ENT_C03937,Bunyavirus,bunyavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_331430
ENT_CCCBC4,Orthopoxvirus,orthopoxvirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_5431
ENT_EF9B8B,Panama disease,panama disease,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_36133
ENT_521D7A,Fusarium wilt of banana,fusarium wilt of banana,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_36133
ENT_77347F,Panama disease of banana,panama disease of banana,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_36133
ENT_F020B0,Parabrotula plagiophthalma,parabrotula plagiophthalma,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_42024
ENT_F7850A,Parabrotulidae,parabrotulidae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_42023
ENT_67DC42,Paracentrotus,paracentrotus,Disease,Isscaap group b-75,agrovoc,http://aims.fao.org/aos/agrovoc/c_16271
ENT_B1319F,Paracentrotus lividus,paracentrotus lividus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_49376
ENT_B77169,Parapoxvirus,parapoxvirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_5570
ENT_4EE07E,Parika scaber,parika scaber,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_45947
ENT_8C63BE,Parotocinclus britskii,parotocinclus britskii,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_41065
ENT_71ABB8,Partitivirus,partitivirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_9dd87521
ENT_6AAEA7,Patella rustica,patella rustica,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_47620
ENT_A314BD,Pectobacterium carotovorum,pectobacterium carotovorum,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_24748
ENT_A0532F,Erwinia aroideae,erwinia aroideae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_24748
ENT_FD0492,Erwinia carotovora,erwinia carotovora,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_24748
ENT_70565A,Pectobacterium carotovorum subsp. atrosepticum,pectobacterium carotovorum subsp. atrosepticum,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_b8694bb6
ENT_FDB7C4,Erwinia atroseptica,erwinia atroseptica,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_b8694bb6
ENT_3B00C1,Pectobacterium carotovorum subsp. carotovorum,pectobacterium carotovorum subsp. carotovorum,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_1d213b49
ENT_9A2C48,Pentacerotidae,pentacerotidae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_43477
ENT_74D4FF,Perotis (Coleoptera),perotis (coleoptera,Disease,"For the plant genus, see Perotis (Perotis (Spermatophyta) <c_52e55006>.",agrovoc,http://aims.fao.org/aos/agrovoc/c_7e4250fc
ENT_0F3C02,Perotis,perotis,Disease,"For the plant genus, see Perotis (Perotis (Spermatophyta) <c_52e55006>.",agrovoc,http://aims.fao.org/aos/agrovoc/c_7e4250fc
ENT_115B89,Perotis (Spermatophyta),perotis (spermatophyta,Disease,"For the jewel beetle genus, see Perotis (Coleoptera) <c_7e4250fc>.",agrovoc,http://aims.fao.org/aos/agrovoc/c_52e55006
ENT_4A1125,Perotis chlorana,perotis chlorana,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6e2d65a6
ENT_2BBA6E,Perotis lugubris,perotis lugubris,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6bf7ea4e
ENT_4F1A86,Perotis margotanus,perotis margotanus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_1c382e61
ENT_154CDF,Perotis planidorsis,perotis planidorsis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_d24fbe81
ENT_EB1DF6,Perotis susannae,perotis susannae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_af9140a2
ENT_C68878,Perotis unicolor,perotis unicolor,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_5f9b98fe
ENT_D64F0D,Pestivirus,pestivirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_5740
ENT_F400EF,Mucosal disease virus,mucosal disease virus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_5740
ENT_20DF13,Petrotilapia genalutea,petrotilapia genalutea,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_43730
ENT_61666B,Petrotyx hopkinsi,petrotyx hopkinsi,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_41975
ENT_952191,Phlebovirus,phlebovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35643
ENT_CF2BA0,Phyllactinia pyri-serotinae,phyllactinia pyri-serotinae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_90a4bb24
ENT_993FFC,Phytoreovirus,phytoreovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35624
ENT_B878EA,Pleioblastus,pleioblastus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6013
ENT_A82994,Pleurotus,pleurotus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6017
ENT_4C69B6,Pleurotus cornucopiae,pleurotus cornucopiae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_5ed73ac3
ENT_727FAB,Pleurotus eryngii,pleurotus eryngii,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_3152b5fe
ENT_3ED442,Pleurotus florida,pleurotus florida,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_37099
ENT_063E9C,white oyster mushroom,white oyster mushroom,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_37099
ENT_C681F7,Pleurotus ostreatus,pleurotus ostreatus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_34562
ENT_7B0F9B,oyster mushroom,oyster mushroom,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_34562
ENT_6F3061,pearl oyster mushroom,pearl oyster mushroom,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_34562
ENT_D66F21,tree oyster mushroom,tree oyster mushroom,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_34562
ENT_B024C9,Pleurotus sajor-caju,pleurotus sajor-caju,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_34563
ENT_367D08,Pneumovirus,pneumovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6034
ENT_CAEADD,Pnyxia scabiei,pnyxia scabiei,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_24b863af
ENT_C35A46,Polerovirus,polerovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6cda8bd1
ENT_CB9B5E,Poliovirus,poliovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_36328
ENT_6F56D9,Polydnavirus,polydnavirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_35630
ENT_A394E4,Polygonum rottboellioides,polygonum rottboellioides,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_2c6825b0
ENT_79B827,Pomadasys perotaei,pomadasys perotaei,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_43039
ENT_D1A5F0,Pomovirus,pomovirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_bff48b56
ENT_7B6BA9,Poroclinus rothrocki,poroclinus rothrocki,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_44235
ENT_577286,Porotergus compsus,porotergus compsus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_40019
ENT_8FFB09,Potexvirus,potexvirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32865
ENT_1C6D48,Potyvirus,potyvirus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32866
ENT_7A3A9F,potyvirus group,potyvirus group,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_32866
ENT_27B458,Protea,protea,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_34745
ENT_952EF6,Proteaceae,proteaceae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6240
ENT_A325E5,Proteales,proteales,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6241
ENT_570E4A,Proteles,proteles,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_a04d8e57
ENT_D47300,Proteles cristata,proteles cristata,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_2ccfc7c5
ENT_398E31,Protemblemaria bicirris,protemblemaria bicirris,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_45153
ENT_A0C263,Proteracanthus sarissophorus,proteracanthus sarissophorus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_44697
ENT_6BF587,Proterorhinus marmoratus,proterorhinus marmoratus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_44606
ENT_716D92,Proteus,proteus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_6263
ENT_C16500,Proteus mirabilis,proteus mirabilis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_37441
ENT_D185CB,Proteus vulgaris,proteus vulgaris,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_37440
ENT_B5F3FA,Protista,protista,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_330951
ENT_81EABA,protists,protists,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_330951
ENT_EF2473,Protogrammus sousai,protogrammus sousai,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_45120
ENT_F3E290,Protomelas annectens,protomelas annectens,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_43692
ENT_AFF128,Protomyces,protomyces,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_31843
ENT_D71864,Protomycopsis,protomycopsis,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_31844
ENT_C7FF4A,Protomyctophum andriashevi,protomyctophum andriashevi,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_39759
ENT_B89AFA,Protomyctophum bolini,protomyctophum bolini,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_39760
ENT_7E69C4,Protomyctophum choriodon,protomyctophum choriodon,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_39761
ENT_56F096,Protomyctophum tenisoni,protomyctophum tenisoni,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_39762
ENT_8002F3,Protomyzon aphelocheilus,protomyzon aphelocheilus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_40560
ENT_35A17A,Protonibea diacanthus,protonibea diacanthus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_43205
ENT_3B78F9,Protopteridae,protopteridae,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_38958
ENT_DFF871,Protopterus aethiopicus,protopterus aethiopicus,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_38960
ENT_F57EC2,Protopterus annectens,protopterus annectens,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_38961
ENT_5FAE3A,Protosalanx hyalocranius,protosalanx hyalocranius,Disease,,agrovoc,http://aims.fao.org/aos/agrovoc/c_39357
