entity_id,name,canonical,entity_type,context,source,source_url,crop,pathogen,folder_name
PV_0013_V094,target leaf spot,target leaf spot,Disease,"Fungal disease caused by Corynespora cassiicola. Produces circular lesions with concentric rings giving a target appearance. Affects leaves, stems and fruit.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Corynespora cassiicola,
PV_0014,Tomato Yellow Leaf Curl Virus,tomato yellow leaf curl virus,Disease,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yellowing, curling and stunting.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tomato yellow leaf curl virus (TYLCV),
PV_0014_V096,Tomato Yellow Leaf Curl Virus,tomato yellow leaf curl virus,Disease,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yellowing, curling and stunting.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tomato yellow leaf curl virus (TYLCV),
PV_0014_V097,TYLCV,tylcv,Disease,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yellowing, curling and stunting.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tomato yellow leaf curl virus (TYLCV),
PV_0014_V098,yellow leaf curl,yellow leaf curl,Disease,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yellowing, curling and stunting.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tomato yellow leaf curl virus (TYLCV),
PV_0014_V099,tomato leaf curl,tomato leaf curl,Disease,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yellowing, curling and stunting.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tomato yellow leaf curl virus (TYLCV),
PV_0014_V100,YLCV,ylcv,Disease,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yellowing, curling and stunting.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tomato yellow leaf curl virus (TYLCV),
PV_0014_V101,yellow curl virus,yellow curl virus,Disease,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yellowing, curling and stunting.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tomato yellow leaf curl virus (TYLCV),
PV_0015,Tomato Mosaic Virus,tomato mosaic virus,Disease,Viral disease caused by Tomato mosaic virus (ToMV). Produces mottled light and dark green mosaic pattern on leaves. Highly persistent in plant debris.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tomato mosaic virus (ToMV),
PV_0015_V103,Tomato Mosaic Virus,tomato mosaic virus,Disease,Viral disease caused by Tomato mosaic virus (ToMV). Produces mottled light and dark green mosaic pattern on leaves. Highly persistent in plant debris.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tomato mosaic virus (ToMV),
PV_0015_V104,ToMV,tomv,Disease,Viral disease caused by Tomato mosaic virus (ToMV). Produces mottled light and dark green mosaic pattern on leaves. Highly persistent in plant debris.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tomato mosaic virus (ToMV),
PV_0015_V105,tomato mosaic,tomato mosaic,Disease,Viral disease caused by Tomato mosaic virus (ToMV). Produces mottled light and dark green mosaic pattern on leaves. Highly persistent in plant debris.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tomato mosaic virus (ToMV),
PV_0015_V106,TMV,tmv,Disease,Viral disease caused by Tomato mosaic virus (ToMV). Produces mottled light and dark green mosaic pattern on leaves. Highly persistent in plant debris.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tomato mosaic virus (ToMV),
PV_0015_V107,mosaic virus of tomato,mosaic virus of tomato,Disease,Viral disease caused by Tomato mosaic virus (ToMV). Produces mottled light and dark green mosaic pattern on leaves. Highly persistent in plant debris.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tomato mosaic virus (ToMV),
PV_0015_V108,tobacco mosaic virus,tobacco mosaic virus,Disease,Viral disease caused by Tomato mosaic virus (ToMV). Produces mottled light and dark green mosaic pattern on leaves. Highly persistent in plant debris.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,tomato,Tomato mosaic virus (ToMV),
PV_0016,Potato Late Blight,potato late blight,Disease,Oomycete disease of potato caused by Phytophthora infestans. Causes dark water-soaked lesions on leaves and tuber rot. The same pathogen that caused the 1840s Irish Famine.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,potato,Phytophthora infestans,
PV_0016_V110,Potato Late Blight,potato late blight,Disease,Oomycete disease of potato caused by Phytophthora infestans. Causes dark water-soaked lesions on leaves and tuber rot. The same pathogen that caused the 1840s Irish Famine.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,potato,Phytophthora infestans,
PV_0016_V111,Late Blight of Potato,late blight of potato,Disease,Oomycete disease of potato caused by Phytophthora infestans. Causes dark water-soaked lesions on leaves and tuber rot. The same pathogen that caused the 1840s Irish Famine.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,potato,Phytophthora infestans,
PV_0016_V112,POTATO LATE BLIGHT,potato late blight,Disease,Oomycete disease of potato caused by Phytophthora infestans. Causes dark water-soaked lesions on leaves and tuber rot. The same pathogen that caused the 1840s Irish Famine.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,potato,Phytophthora infestans,
PV_0016_V113,PLB,plb,Disease,Oomycete disease of potato caused by Phytophthora infestans. Causes dark water-soaked lesions on leaves and tuber rot. The same pathogen that caused the 1840s Irish Famine.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,potato,Phytophthora infestans,
PV_0016_V114,Phytophthora blight of potato,phytophthora blight of potato,Disease,Oomycete disease of potato caused by Phytophthora infestans. Causes dark water-soaked lesions on leaves and tuber rot. The same pathogen that caused the 1840s Irish Famine.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,potato,Phytophthora infestans,
PV_0016_V115,potato blight,potato blight,Disease,Oomycete disease of potato caused by Phytophthora infestans. Causes dark water-soaked lesions on leaves and tuber rot. The same pathogen that caused the 1840s Irish Famine.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,potato,Phytophthora infestans,
PV_0017,Potato Early Blight,potato early blight,Disease,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, progressing upward.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,potato,Alternaria solani,
PV_0017_V117,Potato Early Blight,potato early blight,Disease,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, progressing upward.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,potato,Alternaria solani,
PV_0017_V118,POTATO EARLY BLIGHT,potato early blight,Disease,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, progressing upward.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,potato,Alternaria solani,
PV_0017_V119,PEB,peb,Disease,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, progressing upward.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,potato,Alternaria solani,
PV_0017_V120,Alternaria blight of potato,alternaria blight of potato,Disease,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, progressing upward.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,potato,Alternaria solani,
PV_0017_V121,early blight of potato,early blight of potato,Disease,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, progressing upward.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,potato,Alternaria solani,
PV_0018,Grape Black Rot,grape black rot,Disease,Fungal disease of grape caused by Guignardia bidwellii. Causes small yellow-green spots on leaves and shrivels fruit into hard black mummies.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Guignardia bidwellii,
PV_0018_V123,Grape Black Rot,grape black rot,Disease,Fungal disease of grape caused by Guignardia bidwellii. Causes small yellow-green spots on leaves and shrivels fruit into hard black mummies.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Guignardia bidwellii,
PV_0018_V124,GRAPE BLACK ROT,grape black rot,Disease,Fungal disease of grape caused by Guignardia bidwellii. Causes small yellow-green spots on leaves and shrivels fruit into hard black mummies.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Guignardia bidwellii,
PV_0018_V125,Black Rot of Grape,black rot of grape,Disease,Fungal disease of grape caused by Guignardia bidwellii. Causes small yellow-green spots on leaves and shrivels fruit into hard black mummies.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Guignardia bidwellii,
PV_0018_V126,GBR,gbr,Disease,Fungal disease of grape caused by Guignardia bidwellii. Causes small yellow-green spots on leaves and shrivels fruit into hard black mummies.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Guignardia bidwellii,
PV_0018_V127,grape rot,grape rot,Disease,Fungal disease of grape caused by Guignardia bidwellii. Causes small yellow-green spots on leaves and shrivels fruit into hard black mummies.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Guignardia bidwellii,
PV_0018_V128,Guignardia rot,guignardia rot,Disease,Fungal disease of grape caused by Guignardia bidwellii. Causes small yellow-green spots on leaves and shrivels fruit into hard black mummies.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Guignardia bidwellii,
PV_0019,Grape Esca (Black Measles),grape esca (black measles),Disease,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe leaf pattern and internal wood discolouration.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Phaeomoniella chlamydospora / Phaeoacremonium species,
PV_0019_V130,Grape Esca,grape esca,Disease,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe leaf pattern and internal wood discolouration.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Phaeomoniella chlamydospora / Phaeoacremonium species,
PV_0019_V131,Black Measles,black measles,Disease,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe leaf pattern and internal wood discolouration.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Phaeomoniella chlamydospora / Phaeoacremonium species,
PV_0019_V132,ESCA,esca,Disease,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe leaf pattern and internal wood discolouration.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Phaeomoniella chlamydospora / Phaeoacremonium species,
PV_0019_V133,grape black measles,grape black measles,Disease,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe leaf pattern and internal wood discolouration.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Phaeomoniella chlamydospora / Phaeoacremonium species,
PV_0019_V134,esca disease,esca disease,Disease,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe leaf pattern and internal wood discolouration.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Phaeomoniella chlamydospora / Phaeoacremonium species,
PV_0019_V135,grapevine esca,grapevine esca,Disease,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe leaf pattern and internal wood discolouration.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Phaeomoniella chlamydospora / Phaeoacremonium species,
PV_0020,Grape Leaf Blight,grape leaf blight,Disease,Fungal disease of grape caused by Pseudocercospora vitis. Creates irregular brown lesions on leaves. Also called Isariopsis leaf spot.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Pseudocercospora vitis,
PV_0020_V137,Grape Leaf Blight,grape leaf blight,Disease,Fungal disease of grape caused by Pseudocercospora vitis. Creates irregular brown lesions on leaves. Also called Isariopsis leaf spot.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Pseudocercospora vitis,
PV_0020_V138,GRAPE LEAF BLIGHT,grape leaf blight,Disease,Fungal disease of grape caused by Pseudocercospora vitis. Creates irregular brown lesions on leaves. Also called Isariopsis leaf spot.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Pseudocercospora vitis,
PV_0020_V139,Isariopsis leaf spot,isariopsis leaf spot,Disease,Fungal disease of grape caused by Pseudocercospora vitis. Creates irregular brown lesions on leaves. Also called Isariopsis leaf spot.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Pseudocercospora vitis,
PV_0020_V140,grape leaf spot,grape leaf spot,Disease,Fungal disease of grape caused by Pseudocercospora vitis. Creates irregular brown lesions on leaves. Also called Isariopsis leaf spot.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Pseudocercospora vitis,
PV_0020_V141,GLB,glb,Disease,Fungal disease of grape caused by Pseudocercospora vitis. Creates irregular brown lesions on leaves. Also called Isariopsis leaf spot.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Pseudocercospora vitis,
PV_0021,Grape Powdery Mildew,grape powdery mildew,Disease,"Fungal disease of grape caused by Uncinula necator (Erysiphe necator). Produces white powdery growth on young leaves, shoots and berries.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Erysiphe necator,
PV_0021_V143,Grape Powdery Mildew,grape powdery mildew,Disease,"Fungal disease of grape caused by Uncinula necator (Erysiphe necator). Produces white powdery growth on young leaves, shoots and berries.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Erysiphe necator,
PV_0021_V144,POWDERY MILDEW,powdery mildew,Disease,"Fungal disease of grape caused by Uncinula necator (Erysiphe necator). Produces white powdery growth on young leaves, shoots and berries.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Erysiphe necator,
PV_0021_V145,powdery mildew of grape,powdery mildew of grape,Disease,"Fungal disease of grape caused by Uncinula necator (Erysiphe necator). Produces white powdery growth on young leaves, shoots and berries.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Erysiphe necator,
PV_0021_V146,oidium,oidium,Disease,"Fungal disease of grape caused by Uncinula necator (Erysiphe necator). Produces white powdery growth on young leaves, shoots and berries.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Erysiphe necator,
PV_0021_V147,grape oidium,grape oidium,Disease,"Fungal disease of grape caused by Uncinula necator (Erysiphe necator). Produces white powdery growth on young leaves, shoots and berries.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Erysiphe necator,
PV_0021_V148,GPM,gpm,Disease,"Fungal disease of grape caused by Uncinula necator (Erysiphe necator). Produces white powdery growth on young leaves, shoots and berries.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,grape,Erysiphe necator,
PV_0022,Citrus Greening,citrus greening,Disease,"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"orange, citrus",Candidatus Liberibacter asiaticus,
PV_0022_V150,Citrus Greening,citrus greening,Disease,"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"orange, citrus",Candidatus Liberibacter asiaticus,
PV_0022_V151,CITRUS GREENING,citrus greening,Disease,"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"orange, citrus",Candidatus Liberibacter asiaticus,
PV_0022_V152,Huanglongbing,huanglongbing,Disease,"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"orange, citrus",Candidatus Liberibacter asiaticus,
PV_0022_V153,HLB,hlb,Disease,"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"orange, citrus",Candidatus Liberibacter asiaticus,
PV_0022_V154,yellow dragon disease,yellow dragon disease,Disease,"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"orange, citrus",Candidatus Liberibacter asiaticus,
PV_0022_V155,citrus HLB,citrus hlb,Disease,"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"orange, citrus",Candidatus Liberibacter asiaticus,
PV_0023,Citrus Haunglongbing,citrus haunglongbing,Disease,"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"orange, citrus",Candidatus Liberibacter asiaticus,
PV_0023_V157,Huanglongbing,huanglongbing,Disease,"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"orange, citrus",Candidatus Liberibacter asiaticus,
PV_0023_V158,HLB,hlb,Disease,"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"orange, citrus",Candidatus Liberibacter asiaticus,
PV_0023_V159,haunglongbing,haunglongbing,Disease,"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"orange, citrus",Candidatus Liberibacter asiaticus,
PV_0023_V160,HUANGLONGBING,huanglongbing,Disease,"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"orange, citrus",Candidatus Liberibacter asiaticus,
PV_0023_V161,yellow shoot disease,yellow shoot disease,Disease,"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"orange, citrus",Candidatus Liberibacter asiaticus,
PV_0024,Strawberry Leaf Scorch,strawberry leaf scorch,Disease,"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,strawberry,Diplocarpon earlianum,
PV_0024_V163,Strawberry Leaf Scorch,strawberry leaf scorch,Disease,"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,strawberry,Diplocarpon earlianum,
PV_0024_V164,STRAWBERRY LEAF SCORCH,strawberry leaf scorch,Disease,"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,strawberry,Diplocarpon earlianum,
PV_0024_V165,leaf scorch of strawberry,leaf scorch of strawberry,Disease,"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,strawberry,Diplocarpon earlianum,
PV_0024_V166,strawberry scorch,strawberry scorch,Disease,"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,strawberry,Diplocarpon earlianum,
PV_0024_V167,SLS,sls,Disease,"Fungal disease of strawberry caused by Diplocarpon earlianum. Creates irregular purple to brown spots on upper leaf surfaces, giving a 'scorched' appearance.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,strawberry,Diplocarpon earlianum,
PV_0025,Peach Bacterial Spot,peach bacterial spot,Disease,"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,peach,Xanthomonas arboricola pv. pruni,
PV_0025_V169,Peach Bacterial Spot,peach bacterial spot,Disease,"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,peach,Xanthomonas arboricola pv. pruni,
PV_0025_V170,PEACH BACTERIAL SPOT,peach bacterial spot,Disease,"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,peach,Xanthomonas arboricola pv. pruni,
PV_0025_V171,bacterial spot of peach,bacterial spot of peach,Disease,"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,peach,Xanthomonas arboricola pv. pruni,
PV_0025_V172,PBS,pbs,Disease,"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,peach,Xanthomonas arboricola pv. pruni,
PV_0025_V173,Xanthomonas peach spot,xanthomonas peach spot,Disease,"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,peach,Xanthomonas arboricola pv. pruni,
PV_0026,Pepper Bacterial Spot,pepper bacterial spot,Disease,"Bacterial disease of pepper caused by Xanthomonas euvesicatoria. Produces water-soaked, irregular spots on leaves and fruit. Favoured by warm rainy weather.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"pepper, bell pepper",Xanthomonas euvesicatoria,
PV_0026_V175,Pepper Bacterial Spot,pepper bacterial spot,Disease,"Bacterial disease of pepper caused by Xanthomonas euvesicatoria. Produces water-soaked, irregular spots on leaves and fruit. Favoured by warm rainy weather.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"pepper, bell pepper",Xanthomonas euvesicatoria,
PV_0026_V176,PEPPER BACTERIAL SPOT,pepper bacterial spot,Disease,"Bacterial disease of pepper caused by Xanthomonas euvesicatoria. Produces water-soaked, irregular spots on leaves and fruit. Favoured by warm rainy weather.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"pepper, bell pepper",Xanthomonas euvesicatoria,
PV_0026_V177,bacterial spot of pepper,bacterial spot of pepper,Disease,"Bacterial disease of pepper caused by Xanthomonas euvesicatoria. Produces water-soaked, irregular spots on leaves and fruit. Favoured by warm rainy weather.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"pepper, bell pepper",Xanthomonas euvesicatoria,
PV_0026_V178,PBS pepper,pbs pepper,Disease,"Bacterial disease of pepper caused by Xanthomonas euvesicatoria. Produces water-soaked, irregular spots on leaves and fruit. Favoured by warm rainy weather.",plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"pepper, bell pepper",Xanthomonas euvesicatoria,
PV_0027,Cherry Powdery Mildew,cherry powdery mildew,Disease,Fungal disease of cherry caused by Podosphaera clandestina. Forms white powdery patches on young leaves and shoots. Distorts leaf shape.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,cherry,Podosphaera clandestina,
PV_0027_V180,Cherry Powdery Mildew,cherry powdery mildew,Disease,Fungal disease of cherry caused by Podosphaera clandestina. Forms white powdery patches on young leaves and shoots. Distorts leaf shape.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,cherry,Podosphaera clandestina,
PV_0027_V181,CHERRY POWDERY MILDEW,cherry powdery mildew,Disease,Fungal disease of cherry caused by Podosphaera clandestina. Forms white powdery patches on young leaves and shoots. Distorts leaf shape.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,cherry,Podosphaera clandestina,
PV_0027_V182,powdery mildew of cherry,powdery mildew of cherry,Disease,Fungal disease of cherry caused by Podosphaera clandestina. Forms white powdery patches on young leaves and shoots. Distorts leaf shape.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,cherry,Podosphaera clandestina,
PV_0027_V183,CPM,cpm,Disease,Fungal disease of cherry caused by Podosphaera clandestina. Forms white powdery patches on young leaves and shoots. Distorts leaf shape.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,cherry,Podosphaera clandestina,
PV_0028,Squash Powdery Mildew,squash powdery mildew,Disease,Fungal disease of squash and cucurbits caused by Podosphaera xanthii. White powdery growth on leaves reduces photosynthesis and fruit quality.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"squash, cucumber, pumpkin",Podosphaera xanthii,
PV_0028_V185,Squash Powdery Mildew,squash powdery mildew,Disease,Fungal disease of squash and cucurbits caused by Podosphaera xanthii. White powdery growth on leaves reduces photosynthesis and fruit quality.,plantvillage,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,"squash, cucumber, pumpkin",Podosphaera xanthii,
