pair_id,name_1,name_2,canonical_1,canonical_2,entity_type,label,pair_source,confidence,note,context_1,context_2
PV_POS_0102,Northern Leaf Blight,NCLB,northern leaf blight,nclb,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight',Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.
PV_POS_0103,Northern Leaf Blight,Turcicum blight,northern leaf blight,turcicum blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight',Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.
PV_POS_0104,Northern Leaf Blight,northern blight of maize,northern leaf blight,northern blight of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight',Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.
PV_POS_0105,NORTHERN LEAF BLIGHT,NLB,northern leaf blight,nlb,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight',Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.
PV_POS_0106,NORTHERN LEAF BLIGHT,northern corn leaf blight,northern leaf blight,northern corn leaf blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight',Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,"Northern corn leaf blight (NCLB) or Turcicum leaf blight (TLB) is a foliar disease of corn (maize) caused by Exserohilum turcicum, the anamorph of the ascomycete Setosphaeria turcica. With its characteristic cigar-shaped lesions, this disease can cause significant yield loss in susceptible corn hybr"
PV_POS_0107,NORTHERN LEAF BLIGHT,NCLB,northern leaf blight,nclb,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight',Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.
PV_POS_0108,NORTHERN LEAF BLIGHT,Turcicum blight,northern leaf blight,turcicum blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight',Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.
PV_POS_0109,NORTHERN LEAF BLIGHT,northern blight of maize,northern leaf blight,northern blight of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight',Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.
PV_POS_0110,NLB,northern corn leaf blight,nlb,northern corn leaf blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight',Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,"Northern corn leaf blight (NCLB) or Turcicum leaf blight (TLB) is a foliar disease of corn (maize) caused by Exserohilum turcicum, the anamorph of the ascomycete Setosphaeria turcica. With its characteristic cigar-shaped lesions, this disease can cause significant yield loss in susceptible corn hybr"
PV_POS_0111,NLB,NCLB,nlb,nclb,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight',Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.
PV_POS_0112,NLB,Turcicum blight,nlb,turcicum blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight',Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.
PV_POS_0113,NLB,northern blight of maize,nlb,northern blight of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight',Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.
PV_POS_0114,northern corn leaf blight,NCLB,northern corn leaf blight,nclb,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight',"Northern corn leaf blight (NCLB) or Turcicum leaf blight (TLB) is a foliar disease of corn (maize) caused by Exserohilum turcicum, the anamorph of the ascomycete Setosphaeria turcica. With its characteristic cigar-shaped lesions, this disease can cause significant yield loss in susceptible corn hybr",Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.
PV_POS_0115,northern corn leaf blight,Turcicum blight,northern corn leaf blight,turcicum blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight',"Northern corn leaf blight (NCLB) or Turcicum leaf blight (TLB) is a foliar disease of corn (maize) caused by Exserohilum turcicum, the anamorph of the ascomycete Setosphaeria turcica. With its characteristic cigar-shaped lesions, this disease can cause significant yield loss in susceptible corn hybr",Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.
PV_POS_0116,northern corn leaf blight,northern blight of maize,northern corn leaf blight,northern blight of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight',"Northern corn leaf blight (NCLB) or Turcicum leaf blight (TLB) is a foliar disease of corn (maize) caused by Exserohilum turcicum, the anamorph of the ascomycete Setosphaeria turcica. With its characteristic cigar-shaped lesions, this disease can cause significant yield loss in susceptible corn hybr",Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.
PV_POS_0117,NCLB,Turcicum blight,nclb,turcicum blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight',Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.
PV_POS_0118,NCLB,northern blight of maize,nclb,northern blight of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight',Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.
PV_POS_0119,Turcicum blight,northern blight of maize,turcicum blight,northern blight of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'northern leaf blight',Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yield-reducing disease.
PV_POS_0120,Gray Leaf Spot,Gray Leaf Spot,gray leaf spot,gray leaf spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0121,Gray Leaf Spot,Grey Leaf Spot,gray leaf spot,grey leaf spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0122,Gray Leaf Spot,GRAY LEAF SPOT,gray leaf spot,gray leaf spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0123,Gray Leaf Spot,GLS,gray leaf spot,gls,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0124,Gray Leaf Spot,Cercospora leaf spot of maize,gray leaf spot,cercospora leaf spot of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0125,Gray Leaf Spot,gray spot,gray leaf spot,gray spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0126,Gray Leaf Spot,Grey Leaf Spot,gray leaf spot,grey leaf spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0127,Gray Leaf Spot,GRAY LEAF SPOT,gray leaf spot,gray leaf spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0128,Gray Leaf Spot,GLS,gray leaf spot,gls,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0129,Gray Leaf Spot,Cercospora leaf spot of maize,gray leaf spot,cercospora leaf spot of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0130,Gray Leaf Spot,gray spot,gray leaf spot,gray spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0131,Grey Leaf Spot,GRAY LEAF SPOT,grey leaf spot,gray leaf spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0132,Grey Leaf Spot,GLS,grey leaf spot,gls,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0133,Grey Leaf Spot,Cercospora leaf spot of maize,grey leaf spot,cercospora leaf spot of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0134,Grey Leaf Spot,gray spot,grey leaf spot,gray spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0135,GRAY LEAF SPOT,GLS,gray leaf spot,gls,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0136,GRAY LEAF SPOT,Cercospora leaf spot of maize,gray leaf spot,cercospora leaf spot of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0137,GRAY LEAF SPOT,gray spot,gray leaf spot,gray spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0138,GLS,Cercospora leaf spot of maize,gls,cercospora leaf spot of maize,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0139,GLS,gray spot,gls,gray spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0140,Cercospora leaf spot of maize,gray spot,cercospora leaf spot of maize,gray spot,Disease,1,plantvillage_reference,1.0,Both refer to: 'gray leaf spot',"Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins.","Fungal disease of maize caused by Cercospora zeae-maydis. Produces rectangular, tan to grey lesions with distinct margins, running parallel to leaf veins."
PV_POS_0141,Tomato Late Blight,Tomato Late Blight,tomato late blight,tomato late blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0142,Tomato Late Blight,Late Blight of Tomato,tomato late blight,late blight of tomato,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0143,Tomato Late Blight,LATE BLIGHT,tomato late blight,late blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of potato and tomato caused by Phytophthora infestans. Causes rapid water-soaked lesions turning dark brown-black. Caused the Irish Potato Famine.
PV_POS_0144,Tomato Late Blight,late blight,tomato late blight,late blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of potato and tomato caused by Phytophthora infestans. Causes rapid water-soaked lesions turning dark brown-black. Caused the Irish Potato Famine.
PV_POS_0145,Tomato Late Blight,LB,tomato late blight,lb,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0146,Tomato Late Blight,Phytophthora blight,tomato late blight,phytophthora blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0147,Tomato Late Blight,tomato blight,tomato late blight,tomato blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0148,Tomato Late Blight,late blight disease,tomato late blight,late blight disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0149,Tomato Late Blight,Late Blight of Tomato,tomato late blight,late blight of tomato,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0150,Tomato Late Blight,LATE BLIGHT,tomato late blight,late blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of potato and tomato caused by Phytophthora infestans. Causes rapid water-soaked lesions turning dark brown-black. Caused the Irish Potato Famine.
PV_POS_0151,Tomato Late Blight,late blight,tomato late blight,late blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of potato and tomato caused by Phytophthora infestans. Causes rapid water-soaked lesions turning dark brown-black. Caused the Irish Potato Famine.
PV_POS_0152,Tomato Late Blight,LB,tomato late blight,lb,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0153,Tomato Late Blight,Phytophthora blight,tomato late blight,phytophthora blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0154,Tomato Late Blight,tomato blight,tomato late blight,tomato blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0155,Tomato Late Blight,late blight disease,tomato late blight,late blight disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0156,Late Blight of Tomato,LATE BLIGHT,late blight of tomato,late blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of potato and tomato caused by Phytophthora infestans. Causes rapid water-soaked lesions turning dark brown-black. Caused the Irish Potato Famine.
PV_POS_0157,Late Blight of Tomato,late blight,late blight of tomato,late blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of potato and tomato caused by Phytophthora infestans. Causes rapid water-soaked lesions turning dark brown-black. Caused the Irish Potato Famine.
PV_POS_0158,Late Blight of Tomato,LB,late blight of tomato,lb,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0159,Late Blight of Tomato,Phytophthora blight,late blight of tomato,phytophthora blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0160,Late Blight of Tomato,tomato blight,late blight of tomato,tomato blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0161,Late Blight of Tomato,late blight disease,late blight of tomato,late blight disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0162,LATE BLIGHT,late blight,late blight,late blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of potato and tomato caused by Phytophthora infestans. Causes rapid water-soaked lesions turning dark brown-black. Caused the Irish Potato Famine.,Devastating oomycete disease of potato and tomato caused by Phytophthora infestans. Causes rapid water-soaked lesions turning dark brown-black. Caused the Irish Potato Famine.
PV_POS_0163,LATE BLIGHT,LB,late blight,lb,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of potato and tomato caused by Phytophthora infestans. Causes rapid water-soaked lesions turning dark brown-black. Caused the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0164,LATE BLIGHT,Phytophthora blight,late blight,phytophthora blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of potato and tomato caused by Phytophthora infestans. Causes rapid water-soaked lesions turning dark brown-black. Caused the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0165,LATE BLIGHT,tomato blight,late blight,tomato blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of potato and tomato caused by Phytophthora infestans. Causes rapid water-soaked lesions turning dark brown-black. Caused the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0166,LATE BLIGHT,late blight disease,late blight,late blight disease,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of potato and tomato caused by Phytophthora infestans. Causes rapid water-soaked lesions turning dark brown-black. Caused the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0167,late blight,LB,late blight,lb,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of potato and tomato caused by Phytophthora infestans. Causes rapid water-soaked lesions turning dark brown-black. Caused the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
PV_POS_0168,late blight,Phytophthora blight,late blight,phytophthora blight,Disease,1,plantvillage_reference,1.0,Both refer to: 'tomato late blight',Devastating oomycete disease of potato and tomato caused by Phytophthora infestans. Causes rapid water-soaked lesions turning dark brown-black. Caused the Irish Potato Famine.,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.
