name_a,context_a,name_b,context_b,canonical_id_a,canonical_id_b,source_url_a,source_url_b,match,llm_match,lambda_val,context_quality_a,quality_reason_a,context_quality_b,quality_reason_b
grape black rot,"Grape black rot is a fungal disease caused by an ascomycetous fungus, Guignardia bidwellii, that attacks grape vines during hot and humid weather. The disease ""originated in eastern North America, but now occurs in portions of Europe, South America, and Asia.",fhb,"FHB may refer to:Fédération Haïtienne de Basket-Ball, the Haitian Basketball Federation Fernandina Beach Municipal Airport, in Florida, United States FHB Mortgage Bank, a Hungarian bank First Hawaiian Bank, an American bank Flexor hallucis brevis muscle Food and Health Bureau, in Hong Kong Fusarium head blight",grape_black_rot,wheat_fusarium_head_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.1676,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
tomato leaf curl,"Tomato yellow leaf curl virus (TYLCV) is a DNA virus from the genus Begomovirus and the family Geminiviridae. TYLCV is one of the most serious diseases affecting tomato plants, especially in tropical and subtropical areas, where it often causes major crop losses.",sporotrichum,Myceliophthora thermophila is an ascomycete fungus that grows optimally at 45–50 °C (113–122 °F). It efficiently degrade,tomato_yellow_leaf_curl,agrovoc_c_27613,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_27613,0,False,0.0593,good,pathogen + symptom/crop found,medium,partial: only some disease signals present
late blight of tomato,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",phytophthora blight of potato,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",late_blight,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.6067,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
rotylenchulus reniformis,"Rotylenchulus reniformis, the reniform nematode, is a species of parasitic nematode of plants with a worldwide distribution in the tropical and subtropical regions.",oidium,"Oidium may refer to:Oidium (genus), a genus of fungi in the family Erysiphaceae Oidium (spore), a type of fungal spore Oidium, a disease of grapes caused by the fungus species Uncinula necator",agrovoc_c_31058,grape_powdery_mildew,http://aims.fao.org/aos/agrovoc/c_31058,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
tomato yellow leaf curl virus,"Tomato yellow leaf curl virus (TYLCV) is a DNA virus from the genus Begomovirus and the family Geminiviridae. TYLCV is one of the most serious diseases affecting tomato plants, especially in tropical and subtropical areas, where it often causes major crop losses.",grape oidium,"Oidium may refer to:Oidium (genus), a genus of fungi in the family Erysiphaceae Oidium (spore), a type of fungal spore Oidium, a disease of grapes caused by the fungus species Uncinula necator",tomato_yellow_leaf_curl,grape_powdery_mildew,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
prototheca,"Prototheca is a genus of algae in the family Chlorellaceae. While this genus is a member of the green algae, all Prototheca no longer have chloroplasts and therefore their photosynthetic ability.",cherry powdery mildew,Fungal disease of cherry caused by Podosphaera clandestina. Forms white powdery patches on young leaves and shoots. Dist,agrovoc_c_16021,cherry_powdery_mildew,http://aims.fao.org/aos/agrovoc/c_16021,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,poor,poor phrase: 'is a genus of',medium,partial: only some disease signals present
rottboellia,Numerous non-native plants have been introduced to Texas in the United States and many of them have become invasive spec,cedar-apple rust,"Gymnosporangium juniperi-virginianae is a plant pathogen that causes cedar-apple rust. In virtually any location where apples or crabapples (Malus) and eastern red cedar coexist, cedar apple rust can be a destructive or disfiguring disease on both the apples and cedars.",agrovoc_c_6668,cedar_apple_rust,http://aims.fao.org/aos/agrovoc/c_6668,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.1019,medium,partial: only some disease signals present,good,pathogen + symptom/crop found
rice blast disease,"Magnaporthe grisea, also known as rice blast fungus, rice rotten neck, rice seedling blight, blast of rice, oval leaf spot of graminea, pitting disease, ryegrass blast, Johnson spot, neck blast, wheat blast and Imochi (稲熱), is a plant-pathogenic fungus and model organism that causes a serious disease affecting rice.",rb,Fungal disease of rice caused by Magnaporthe oryzae. Most devastating rice disease worldwide. Creates spindle-shaped gre,rice_blast,rice_blast,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.5146,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
fowl pest virus,"Papaver somniferum, commonly known as the opium poppy or breadseed poppy, is a species of flowering plant in the family",newcastle disease virus,"Virulent Newcastle disease (VND), formerly exotic Newcastle disease, is a contagious viral avian disease affecting many domestic and wild bird species; it is transmissible to humans.",agrovoc_c_5166,agrovoc_c_5166,http://aims.fao.org/aos/agrovoc/c_5166,http://aims.fao.org/aos/agrovoc/c_5166,1,False,0.216,medium,partial: only some disease signals present,medium,partial: only some disease signals present
rotylenchulus reniformis,"Rotylenchulus reniformis, the reniform nematode, is a species of parasitic nematode of plants with a worldwide distribution in the tropical and subtropical regions.",huánglóngbìng,Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has,agrovoc_c_31058,citrus_greening_hlb,http://aims.fao.org/aos/agrovoc/c_31058,https://en.wikipedia.org/wiki/Citrus_greening_disease,0,False,0.0619,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
neck rot,"Botrytis allii is a plant pathogen, a fungus that causes neck rot in stored onions and related crops. Its teleomorph is unknown, but other species of Botrytis are anamorphs of Botryotinia species.",pyricularia blast,Fungal disease of rice caused by Magnaporthe oryzae. Most devastating rice disease worldwide. Creates spindle-shaped gre,rice_blast,rice_blast,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.6415,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
asr,Fungal disease of soybean caused by Phakopsora pachyrhizi. Spreads rapidly in warm humid conditions causing defoliation,squash powdery mildew,Fungal disease of squash and cucurbits caused by Podosphaera xanthii. White powdery growth on leaves reduces photosynthe,soybean_rust,squash_powdery_mildew,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.8208,good,pathogen + symptom/crop found,medium,partial: only some disease signals present
lathyrus rotundifolius,"Lathyrus rotundifolius, the Persian everlasting pea, is a species of flowering plant in the pea family Fabaceae, native to Iran. Growing to 1.5 m (4.9 ft) tall, this herbaceous perennial climber has twining, clinging tendrils and brick red flowers in summer.",protopterus annectens,"Lungfish, also known as dipnoans, are freshwater vertebrates belonging to the class Dipnoi. Lungfish are best known for",agrovoc_c_64620c42,agrovoc_c_38961,http://aims.fao.org/aos/agrovoc/c_64620c42,http://aims.fao.org/aos/agrovoc/c_38961,0,False,0.001,good,pathogen + symptom/crop found,medium,partial: only some disease signals present
rice blast disease,"Magnaporthe grisea, also known as rice blast fungus, rice rotten neck, rice seedling blight, blast of rice, oval leaf spot of graminea, pitting disease, ryegrass blast, Johnson spot, neck blast, wheat blast and Imochi (稲熱), is a plant-pathogenic fungus and model organism that causes a serious disease affecting rice.",fusarium sporotrichioides,"Fusarium sporotrichioides is a fungal plant pathogen, one of various Fusarium species responsible for damaging crops, in particular causing a condition known as Fusarium head blight in wheat, consequently being of notable agricultural and economic importance.",rice_blast,agrovoc_c_37580,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_37580,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
apple-scab,Fungal disease of apple caused by Venturia inaequalis. Produces olive-green to black lesions on leaves and fruit surface,powdery mildew,"Erysiphaceae is a family of ascomycete fungi in the order Helotiales. The members of this family are obligate parasites with a superficial mycelium that forms a characteristic white, powdery coating on their host plants.",apple_scab,grape_powdery_mildew,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0054,good,pathogen + symptom/crop found,poor,poor phrase: 'is a family of'
mosaic virus of tomato,Tomato mosaic virus (ToMV) is a plant pathogenic virus. It is found worldwide and affects tomatoes and many other plants.,getah virus,Getah virus is a mosquito-borne arbovirus in the Alphavirus genus. The virus was first isolated in Malaysia in 1955 from the Culex gelidus mosquito. It has been known to infect pigs but more commonly affects horses.,tomato_mosaic_virus,agrovoc_c_35373,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_35373,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
cucurbit powdery mildew,Fungal disease of squash and cucurbits caused by Podosphaera xanthii. White powdery growth on leaves reduces photosynthe,tomato mosaic,Tomato mosaic virus (ToMV) is a plant pathogenic virus. It is found worldwide and affects tomatoes and many other plants.,squash_powdery_mildew,tomato_mosaic_virus,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.8662,medium,partial: only some disease signals present,good,pathogen + symptom/crop found
black rust,"Stem rust, also known as cereal rust, black rust, red rust or red dust, is caused by the fungus Puccinia graminis, which causes significant disease in cereal crops.",cereal rust,"Stem rust, also known as cereal rust, black rust, red rust or red dust, is caused by the fungus Puccinia graminis, which causes significant disease in cereal crops.",stem_rust,stem_rust,https://en.wikipedia.org/wiki/Stem_rust,https://en.wikipedia.org/wiki/Stem_rust,1,True,0.05,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
beet necrotic yellow vein furovirus,"Beet necrotic yellow vein virus (BNYVV) is a plant virus, transmitted by the plasmodiophorid Polymyxa betae. The BNYVV is a member of the genus Benyvirus and is responsible for rhizomania, a disease of sugar beet that causes proliferation of thin rootlets, and leads to a smaller tap root with reduced sugar content.",rhizomania virus,"Beet necrotic yellow vein virus (BNYVV) is a plant virus, transmitted by the plasmodiophorid Polymyxa betae. The BNYVV is a member of the genus Benyvirus and is responsible for rhizomania, a disease of sugar beet that causes proliferation of thin rootlets, and leads to a smaller tap root with reduced sugar content.",agrovoc_c_37633,agrovoc_c_37633,http://aims.fao.org/aos/agrovoc/c_37633,http://aims.fao.org/aos/agrovoc/c_37633,1,True,0.6784,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
american plum line pattern virus,"Plant disease resistance protects plants from pathogens in two ways: by pre-formed structures and chemicals, and by infe",potato virus y,"Potato virus Y (PVY) is a plant virus of the family Potyviridae, and one of the most important plant viruses affecting potato production. PVY infection of potato plants results in a variety of symptoms depending on the viral strain.",agrovoc_c_83f1b89f,potato_virus_y,http://aims.fao.org/aos/agrovoc/c_83f1b89f,https://en.wikipedia.org/wiki/Potato_virus_Y,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
early blight of tomato,"Alternaria solani is a fungal pathogen that produces a disease in tomato and potato plants called early blight. The pathogen produces distinctive ""bullseye"" patterned leaf spots and can also cause stem lesions and fruit rot on tomato and tuber blight on potato.",peb,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, pr",early_blight,early_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.3654,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
cedar-apple rust,"Gymnosporangium juniperi-virginianae is a plant pathogen that causes cedar-apple rust. In virtually any location where apples or crabapples (Malus) and eastern red cedar coexist, cedar apple rust can be a destructive or disfiguring disease on both the apples and cedars.",apple rust,"Gymnosporangium juniperi-virginianae is a plant pathogen that causes cedar-apple rust. In virtually any location where apples or crabapples (Malus) and eastern red cedar coexist, cedar apple rust can be a destructive or disfiguring disease on both the apples and cedars.",cedar_apple_rust,cedar_apple_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7681,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
gymnosporangium rust,"Gymnosporangium juniperi-virginianae is a plant pathogen that causes cedar-apple rust. In virtually any location where apples or crabapples (Malus) and eastern red cedar coexist, cedar apple rust can be a destructive or disfiguring disease on both the apples and cedars.",common corn rust,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Wide",cedar_apple_rust,common_corn_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.055,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
polydnavirus,Polydnaviriformidae ( PDV) is a family of insect viriforms; members are known as polydnaviruses. There are two genera in the family: Bracoviriform and Ichnoviriform.,tomato septoria leaf spot,"A leaf spot is a limited, discoloured, diseased area of a leaf that is caused by fungal, bacterial or viral plant diseases, or by injuries from nematodes, insects, environmental factors, toxicity or herbicides.",agrovoc_c_35630,septoria_leaf_spot,http://aims.fao.org/aos/agrovoc/c_35630,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,poor,poor phrase: 'is a family of',good,pathogen + symptom/crop found
citrus greening,Citrus greening disease is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae.,spm,Fungal disease of squash and cucurbits caused by Podosphaera xanthii. White powdery growth on leaves reduces photosynthe,citrus_greening_hlb,squash_powdery_mildew,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.011,good,pathogen + symptom/crop found,medium,partial: only some disease signals present
bacterial spot of pepper,"Bacterial leaf spot on peppers and tomatoes is caused by a gram-negative and rod-shaped bacterium in the genus Xanthomonas. It causes symptoms throughout the above-ground portion of the plant including leaf spots, fruit spots and stem cankers.",potato blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",pepper_bacterial_spot,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.895,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
tomato late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",plb,Oomycete disease of potato caused by Phytophthora infestans. Causes dark water-soaked lesions on leaves and tuber rot. T,late_blight,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.5497,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
tomato septoria leaf spot,"A leaf spot is a limited, discoloured, diseased area of a leaf that is caused by fungal, bacterial or viral plant diseases, or by injuries from nematodes, insects, environmental factors, toxicity or herbicides.",gumboro disease,"Infectious bursal disease (IBD), also known as Gumboro disease, infectious bursitis, and infectious avian nephrosis, is a highly contagious disease of young chickens and turkeys caused by infectious bursal disease virus (IBDV), characterized by immunosuppression and mortality generally at 3 to 6 weeks of age.",septoria_leaf_spot,agrovoc_c_736,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_736,0,False,0.0598,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
wheat stripe rust,"Wheat yellow rust, also known as wheat stripe rust, is one of the three major wheat rust diseases, along with stem rust of wheat and leaf rust.",yellow rust of wheat,"Wheat yellow rust, also known as wheat stripe rust, is one of the three major wheat rust diseases, along with stem rust of wheat and leaf rust.",wheat_stripe_rust,wheat_stripe_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.6403,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
protea,"Protea is a genus of South African flowering plants, also called sugarbushes. It is the type genus of the Proteaceae family.",partitivirus,"Mycoviruses, also known as mycophages, are viruses that infect fungi. The majority of mycoviruses have double-stranded R",agrovoc_c_34745,agrovoc_c_9dd87521,http://aims.fao.org/aos/agrovoc/c_34745,http://aims.fao.org/aos/agrovoc/c_9dd87521,0,False,0.0627,poor,poor phrase: 'is a genus of',good,pathogen + symptom/crop found
ylcv,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yel",grey leaf spot,"Grey leaf spot (GLS) is a foliar fungal disease that affects maize, also known as corn. GLS is considered one of the most significant yield-limiting diseases of corn worldwide.",tomato_yellow_leaf_curl,gray_leaf_spot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
isle of wight disease,Diseases of the honey bee or abnormal hive conditions include:,scab of apple,"Apple scab is a common disease of plants in the rose family (Rosaceae) that is caused by the ascomycete fungus Venturia inaequalis. While this disease affects several plant genera, including Sorbus, Cotoneaster, and Pyrus, it is most commonly associated with the infection of Malus trees, including species of flowering crabapple, as well as cultivated apple.",agrovoc_c_11846,apple_scab,http://aims.fao.org/aos/agrovoc/c_11846,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,poor,poor phrase: 'abnormal hive conditions include',good,pathogen + symptom/crop found
ccr,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Wide",puccinia rust,"Stem rust, also known as cereal rust, black rust, red rust or red dust, is caused by the fungus Puccinia graminis, which causes significant disease in cereal crops.",common_corn_rust,common_corn_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.3024,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
lb,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions th,late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",late_blight,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.4028,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
sphaerotheca pannosa,Podosphaera pannosa is a plant pathogen. It produces a powdery mildew on members of the rose family.,potato late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",agrovoc_c_34579,late_blight,http://aims.fao.org/aos/agrovoc/c_34579,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0286,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
hordeivirus,"Hordeivirus is a genus of viruses, in the family Virgaviridae. Plants serve as natural hosts. There are four species in",bunyavirus,"A viral disease occurs when an organism's body is invaded by pathogenic viruses, and infectious virus particles (virions",agrovoc_c_32860,agrovoc_c_331430,http://aims.fao.org/aos/agrovoc/c_32860,http://aims.fao.org/aos/agrovoc/c_331430,0,False,0.001,poor,poor phrase: 'is a genus of',poor,poor phrase: 'a viral disease occurs when'
lr,Fungal disease of wheat caused by Puccinia triticina. Creates orange-brown circular pustules scattered on leaf surface.,asr,Fungal disease of soybean caused by Phakopsora pachyrhizi. Spreads rapidly in warm humid conditions causing defoliation,wheat_leaf_rust,soybean_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0703,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
scabiosa caucasica,"Lomelosia caucasica, the Caucasian pincushion flower, pincushion-flower or Caucasian scabious, is a species of flowering plant in the family Caprifoliaceae, native to the Caucasus, north eastern Turkey, and northern Iran.",neck rot,"Botrytis allii is a plant pathogen, a fungus that causes neck rot in stored onions and related crops. Its teleomorph is unknown, but other species of Botrytis are anamorphs of Botryotinia species.",agrovoc_c_27363,rice_blast,http://aims.fao.org/aos/agrovoc/c_27363,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
citrus greening disease,Citrus greening disease is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae.,citrus greening,Citrus greening disease is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae.,citrus_greening_hlb,citrus_greening_hlb,https://en.wikipedia.org/wiki/Citrus_greening_disease,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.694,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
fusarium wilt,"Fusarium wilt is a common vascular wilt fungal disease, exhibiting symptoms similar to Verticillium wilt. This disease has been investigated extensively since the early years of this century. The pathogen that causes Fusarium wilt is Fusarium oxysporum (F. oxysporum).",orbivirus,"Orbivirus is a genus of double-stranded RNA viruses in the order Reovirales and the family Sedoreoviridae. Unlike other reoviruses, orbiviruses are arboviruses.",banana_fusarium_wilt,agrovoc_c_5377,https://en.wikipedia.org/wiki/Panama_disease,http://aims.fao.org/aos/agrovoc/c_5377,0,True,0.2274,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
late blight of tomato,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",potato late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",late_blight,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.6412,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
soybean rust,"Soybean rust is a disease that affects soybeans and other legumes. It is caused by two types of fungi, Phakopsora pachyrhizi, commonly known as Asian soybean rust, and Phakopsora meibomiae, commonly known as New World soybean rust.",asr,Fungal disease of soybean caused by Phakopsora pachyrhizi. Spreads rapidly in warm humid conditions causing defoliation,soybean_rust,soybean_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.4028,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
potato late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",hydrotaea,"Hydrotaea is a genus of insects in the housefly family, Muscidae. They occur in most regions of the world but are more populous in warmer climates. They are often found on feces in summer months, and are therefore generally found in close proximity to livestock.",late_blight,agrovoc_c_11671,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_11671,0,False,0.001,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
sclerotinia libertiana,"Sclerotinia sclerotiorum is a plant pathogenic fungus and can cause a disease called white mold if conditions are conducive. sclerotiorum can also be known as cottony rot, watery soft rot, stem rot, drop, crown rot and blossom blight.",fusarium root and stalk rot,Plant diseases are diseases in plants caused by pathogens and environmental conditions. Organisms that cause infectious,agrovoc_c_27369,agrovoc_c_ec597711,http://aims.fao.org/aos/agrovoc/c_27369,http://aims.fao.org/aos/agrovoc/c_ec597711,0,False,0.001,good,pathogen + symptom/crop found,poor,poor phrase: 'plant diseases are diseases in plants'
wheat yellow rust,"Wheat yellow rust, also known as wheat stripe rust, is one of the three major wheat rust diseases, along with stem rust of wheat and leaf rust.",head scab,Fungal disease of wheat caused by Fusarium graminearum. Causes premature bleaching of wheat heads and contaminates grain,wheat_stripe_rust,wheat_fusarium_head_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.1107,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
bacterial spot of pepper,"Bacterial leaf spot on peppers and tomatoes is caused by a gram-negative and rod-shaped bacterium in the genus Xanthomonas. It causes symptoms throughout the above-ground portion of the plant including leaf spots, fruit spots and stem cankers.",pepper bacterial spot,"Bacterial leaf spot on peppers and tomatoes is caused by a gram-negative and rod-shaped bacterium in the genus Xanthomonas. It causes symptoms throughout the above-ground portion of the plant including leaf spots, fruit spots and stem cankers.",pepper_bacterial_spot,pepper_bacterial_spot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.6481,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
beet necrotic yellow vein furovirus,"Beet necrotic yellow vein virus (BNYVV) is a plant virus, transmitted by the plasmodiophorid Polymyxa betae. The BNYVV is a member of the genus Benyvirus and is responsible for rhizomania, a disease of sugar beet that causes proliferation of thin rootlets, and leads to a smaller tap root with reduced sugar content.",fusarium wilt of chickpea,"Fusarium wilt is a common vascular wilt fungal disease, exhibiting symptoms similar to Verticillium wilt. This disease has been investigated extensively since the early years of this century. The pathogen that causes Fusarium wilt is Fusarium oxysporum (F. oxysporum).",agrovoc_c_37633,agrovoc_c_ffe9ce06,http://aims.fao.org/aos/agrovoc/c_37633,http://aims.fao.org/aos/agrovoc/c_ffe9ce06,0,False,0.092,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
late blight disease,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",late_blight,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.5983,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
sudden death syndrome,"Sudden death syndrome (SDS), a disease in soybean plants, quickly spread across the southern United States in the 1970s, eventually reaching most agricultural areas of the US.",cassava mosaic virus,"Cassava mosaic virus(es) is a collective name used to refer to one or more of eleven plant pathogenic viruses in the genus Begomovirus. African cassava mosaic virus (ACMV), East African cassava mosaic virus (EACMV), and South African cassava mosaic virus (SACMV) are distinct circular single-stranded DNA viruses which are transmitted by whiteflies and primarily infect cassava plants; these have thus far only been reported from Africa.",sudden_death_syndrome,agrovoc_c_33962,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_33962,0,False,0.0583,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
