name_a,context_a,name_b,context_b,canonical_id_a,canonical_id_b,source_url_a,source_url_b,match,llm_match,lambda_val,context_quality_a,context_quality_b,pair_type,name_sim_score,source_a,source_b,lambda_source,exclude_from_lambda,type_a,type_b,lambda_original,type_needs_scraping,same_context
sclerotinia libertiana,"Sclerotinia sclerotiorum is a plant pathogenic fungus and can cause a disease called white mold if conditions are conducive. sclerotiorum can also be known as cottony rot, watery soft rot, stem rot, drop, crown rot and blossom blight.",maize streak disease,"Maize streak virus (MSV) is a virus primarily known for causing maize streak disease (MSD) in its major host, and which also infects over 80 wild and domesticated grasses.",agrovoc_c_27369,maize_streak_virus,http://aims.fao.org/aos/agrovoc/c_27369,https://en.wikipedia.org/wiki/Maize_streak_virus,0,0,0.0913,good,good,D,0.0,,,original_llm,0,disease,disease,,0,0
cassava mosaic virus,"Cassava mosaic virus(es) is a collective name used to refer to one or more of eleven plant pathogenic viruses in the genus Begomovirus. African cassava mosaic virus (ACMV), East African cassava mosaic virus (EACMV), and South African cassava mosaic virus (SACMV) are distinct circular single-stranded DNA viruses which are transmitted by whiteflies and primarily infect cassava plants; these have thus far only been reported from Africa.",ylcv,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yel",agrovoc_c_33962,tomato_yellow_leaf_curl,http://aims.fao.org/aos/agrovoc/c_33962,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.001,good,good,D,0.0,,,original_llm,0,virus,virus,,0,0
leaf rust,"Wheat leaf rust is a fungal disease that affects wheat, barley, rye stems, leaves and grains. In temperate zones it is destructive on winter wheat because the pathogen overwinters.",blsd,Fungal disease of banana caused by Mycosphaerella fijiensis. Creates dark streaks on leaves progressing to large black n,wheat_leaf_rust,black_sigatoka,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.026,good,good,D,0.0,,,original_llm,0,fungus,disease,,0,0
tomato leaf curl,"Tomato yellow leaf curl virus (TYLCV) is a DNA virus from the genus Begomovirus and the family Geminiviridae. TYLCV is one of the most serious diseases affecting tomato plants, especially in tropical and subtropical areas, where it often causes major crop losses.",tylcv,"Tomato yellow leaf curl virus (TYLCV) is a DNA virus from the genus Begomovirus and the family Geminiviridae. TYLCV is one of the most serious diseases affecting tomato plants, especially in tropical and subtropical areas, where it often causes major crop losses.",tomato_yellow_leaf_curl,tomato_yellow_leaf_curl,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.7693,good,good,B,0.0,,,original_llm,0,virus,virus,,0,1
banana panama disease,"Panama disease is a plant disease that infects banana plants. It is a wilting disease caused by the fungus Fusarium oxysporum f. The pathogen is resistant to fungicides, and its control is limited to phytosanitary measures.",banana fusarium wilt,"cubense is a fungal plant pathogen that causes Panama disease of banana, also known as Fusarium wilt. The fungi and the related disease are responsible for widespread pressure on banana growing regions, destroying the economic viability of several commercially important banana varieties.",banana_fusarium_wilt,banana_fusarium_wilt,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.8029,good,good,A,0.25,,,original_llm,0,disease,disease,,0,0
fusarium sporotrichiella,"Fusarium sporotrichioides is a fungal plant pathogen, one of various Fusarium species responsible for damaging crops, in particular causing a condition known as Fusarium head blight in wheat, consequently being of notable agricultural and economic importance.",fusarium sporotrichioides,"Fusarium sporotrichioides is a fungal plant pathogen, one of various Fusarium species responsible for damaging crops, in particular causing a condition known as Fusarium head blight in wheat, consequently being of notable agricultural and economic importance.",agrovoc_c_37580,agrovoc_c_37580,http://aims.fao.org/aos/agrovoc/c_37580,http://aims.fao.org/aos/agrovoc/c_37580,1,0,0.3204,good,good,A,0.3333,,,original_llm,0,fungus,fungus,,0,1
iflavirus,"Iflaviridae is a family of positive sense RNA viruses insect-infecting viruses. Some of the insects commonly infected by iflaviruses include aphids, leafhoppers, flies, bees, ants, silkworms and wasps.",protosalanx hyalocranius,"This list of sequenced animal genomes contains animal species for which complete genome sequences have been assembled, a",agrovoc_c_3bf334af,agrovoc_c_39357,http://aims.fao.org/aos/agrovoc/c_3bf334af,http://aims.fao.org/aos/agrovoc/c_39357,0,0,0.001,poor,medium,D,0.0,,,original_llm,0,pest,plant,,0,0
erwinia amylovora,"Fire blight, also written fireblight, is a contagious disease affecting apples, pears, and some other members of the family Rosaceae. It is a serious concern to apple and pear producers.",botrytis cinerea,"Botrytis cinerea is a necrotrophic fungus that affects many plant species, including wine grapes. In viticulture, it is commonly known as ""botrytis bunch rot""; in horticulture, it is usually called ""grey mould"" or ""gray mold"".",fire_blight,botrytis_cinerea,https://en.wikipedia.org/wiki/Fire_blight,https://en.wikipedia.org/wiki/Botrytis_cinerea,0,0,0.0696,good,good,D,0.0,,,original_llm,0,disease,fungus,,0,0
rhinovirus,"The rhinovirus is a positive-sense, single-stranded RNA virus belonging to the genus Enterovirus in the family Picornaviridae.",potato late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",agrovoc_c_6559,late_blight,http://aims.fao.org/aos/agrovoc/c_6559,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.2497,good,good,D,0.0,,,original_llm,0,plant,fungus,,0,0
tomato leaf curl,"Tomato yellow leaf curl virus (TYLCV) is a DNA virus from the genus Begomovirus and the family Geminiviridae. TYLCV is one of the most serious diseases affecting tomato plants, especially in tropical and subtropical areas, where it often causes major crop losses.",ylcv,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yel",tomato_yellow_leaf_curl,tomato_yellow_leaf_curl,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.7165,good,good,B,0.0,,,original_llm,0,virus,virus,,0,0
deltavirus,"A viral disease occurs when an organism's body is invaded by pathogenic viruses, and infectious virus particles (virions",fusarium wilt of cucumber,"Fusarium wilt is a common vascular wilt fungal disease, exhibiting symptoms similar to Verticillium wilt. This disease has been investigated extensively since the early years of this century. The pathogen that causes Fusarium wilt is Fusarium oxysporum (F. oxysporum).",agrovoc_c_ad8d9f49,agrovoc_c_915c5423,http://aims.fao.org/aos/agrovoc/c_ad8d9f49,http://aims.fao.org/aos/agrovoc/c_915c5423,0,0,0.0272,poor,good,D,0.0,,,original_llm,0,virus,disease,,0,0
potato late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",waikavirus,"Waikavirus is a genus of viruses in the order Picornavirales, in the family Secoviridae. Plants, poaceae, cyperaceae, and gramineae serve as natural hosts.",late_blight,agrovoc_c_285ef22d,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_285ef22d,0,0,0.001,good,poor,D,0.0,,,original_llm,0,fungus,plant,,0,0
fusarium scab,"Gibberella zeae, also known by the name of its anamorph Fusarium graminearum, is a fungal plant pathogen which causes fusarium head blight (FHB), a devastating disease on wheat and barley.",early blight,"Alternaria solani is a fungal pathogen that produces a disease in tomato and potato plants called early blight. The pathogen produces distinctive ""bullseye"" patterned leaf spots and can also cause stem lesions and fruit rot on tomato and tuber blight on potato.",wheat_fusarium_head_blight,early_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.0913,good,good,D,0.0,,,original_llm,0,fungus,disease,,0,0
iflavirus,"Iflaviridae is a family of positive sense RNA viruses insect-infecting viruses. Some of the insects commonly infected by iflaviruses include aphids, leafhoppers, flies, bees, ants, silkworms and wasps.",bacterial leaf blight of rice,Bacterial disease of rice caused by Xanthomonas oryzae pv. oryzae. One of the most serious rice diseases. Causes wilting,agrovoc_c_3bf334af,rice_bacterial_blight,http://aims.fao.org/aos/agrovoc/c_3bf334af,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.001,poor,good,D,0.0,,,original_llm,0,pest,bacteria,,0,0
gpm,"Fungal disease of grape caused by Uncinula necator (Erysiphe necator). Produces white powdery growth on young leaves, sh",scabiosa,"Scabiosa is a genus in the honeysuckle family (Caprifoliaceae) of flowering plants. Many of the species in this genus have common names that include the word scabious, but some plants commonly known as scabious are currently classified in related genera such as Knautia and Succisa; at least some of these were formerly placed in Scabiosa.",grape_powdery_mildew,agrovoc_c_27362,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_27362,0,0,0.001,good,good,D,0.0,,,original_llm,0,disease,plant,,0,0
fusarium wilt of banana,"Fusarium wilt is a common vascular wilt fungal disease, exhibiting symptoms similar to Verticillium wilt. This disease has been investigated extensively since the early years of this century. The pathogen that causes Fusarium wilt is Fusarium oxysporum (F. oxysporum).",potyvirus,"Potyvirus is a genus of positive-strand RNA viruses in the family Potyviridae. Like begomoviruses, members of this genus may cause significant losses in agricultural, pastoral, horticultural, and ornamental crops.",banana_fusarium_wilt,agrovoc_c_32866,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_32866,0,0,0.0367,good,poor,D,0.0,,,original_llm,0,disease,plant,,0,0
feline syncytial virus,Feline foamy virus or Feline syncytial virus is a retrovirus and belongs to the family Retroviridae and the subfamily Spumaretrovirinae. It shares the genus Felispumavirus with only Puma feline foamy virus.,spumavirus,"Spumaretrovirinae, commonly called spumaviruses or foamyviruses, is a subfamily of the Retroviridae family. Spumaviruses are exogenous viruses that have specific morphology with prominent surface spikes.",agrovoc_c_23152,agrovoc_c_23152,http://aims.fao.org/aos/agrovoc/c_23152,http://aims.fao.org/aos/agrovoc/c_23152,1,0,0.2838,medium,medium,B,0.0,,,original_llm,0,virus,plant,,0,0
powdery mildew of wheat,Fungal disease of wheat caused by Blumeria graminis f. sp. tritici. White powdery colonies on leaves reduce photosynthes,hydrotaea,"Hydrotaea is a genus of insects in the housefly family, Muscidae. They occur in most regions of the world but are more populous in warmer climates. They are often found on feces in summer months, and are therefore generally found in close proximity to livestock.",wheat_powdery_mildew,agrovoc_c_11671,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_11671,0,0,0.001,good,poor,D,0.0,,,original_llm,0,fungus,plant,,0,0
protomyctophum tenisoni,"The king penguin is the second largest species of penguin, smaller than but somewhat similar in appearance to the empero",fireblight,"Fire blight, also written fireblight, is a contagious disease affecting apples, pears, and some other members of the family Rosaceae. It is a serious concern to apple and pear producers.",agrovoc_c_39762,fire_blight,http://aims.fao.org/aos/agrovoc/c_39762,https://en.wikipedia.org/wiki/Fire_blight,0,0,0.0415,medium,good,D,0.0,,,original_llm,0,plant,disease,,0,0
gbr,Fungal disease of grape caused by Guignardia bidwellii. Causes small yellow-green spots on leaves and shrivels fruit int,pectobacterium carotovorum subsp. carotovorum,Pectobacterium carotovorum is a bacterium of the family Pectobacteriaceae; it used to be a member of the genus Erwinia.,grape_black_rot,agrovoc_c_1d213b49,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_1d213b49,0,0,0.0957,good,good,D,0.0,,,original_llm,0,disease,plant,,0,0
begomovirus,"Begomovirus is a genus of viruses, in the family Geminiviridae. They are plant viruses that as a group have a very wide host range, infecting dicotyledonous plants.",proteus vulgaris,"Proteus vulgaris is a rod-shaped, nitrate-reducing, indole-positive and catalase-positive, hydrogen sulfide-producing, Gram-negative bacterium that inhabits the intestinal tracts of humans and animals.",agrovoc_c_61d49fca,agrovoc_c_37440,http://aims.fao.org/aos/agrovoc/c_61d49fca,http://aims.fao.org/aos/agrovoc/c_37440,0,0,0.0455,poor,good,D,0.0,,,original_llm,0,plant,unknown,,0,0
soya rust,"The soybean, soy bean, or soya bean is a species of legume native to East Asia, widely grown for its edible bean. Soy is a staple crop, the world's most grown legume, and an important animal feed.",common scab,"Common scab is a plant disease of root and tuber crops caused by a small number of Streptomyces species, specifically S. Common scab mainly affects potato, but can also cause disease on radish, parsnip, beet, and carrot.",soybean_rust,agrovoc_c_35455,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_35455,0,0,0.2064,good,good,D,0.0,,,original_llm,0,plant,disease,,0,0
wheat fusarium head blight,"Gibberella zeae, also known by the name of its anamorph Fusarium graminearum, is a fungal plant pathogen which causes fusarium head blight (FHB), a devastating disease on wheat and barley.",polerovirus,"Polerovirus is a genus of viruses, in the family Solemoviridae. There are 94 species in this genus. Diseases associated with this genus include: PLRV causes prominent rolling of the leaves of potato and a stiff upright habit of the plants; necrosis of the phloem and accumulation of carbohydrates in the leaves.",wheat_fusarium_head_blight,agrovoc_c_6cda8bd1,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_6cda8bd1,0,0,0.001,good,poor,D,0.0,,,original_llm,0,fungus,plant,,0,0
guignardia rot,"Grape black rot is a fungal disease caused by an ascomycetous fungus, Guignardia bidwellii, that attacks grape vines during hot and humid weather. The disease ""originated in eastern North America, but now occurs in portions of Europe, South America, and Asia.",gbr,Fungal disease of grape caused by Guignardia bidwellii. Causes small yellow-green spots on leaves and shrivels fruit int,grape_black_rot,grape_black_rot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.5398,good,good,B,0.0,,,original_llm,0,disease,disease,,0,0
citrus canker,"Citrus canker is a disease affecting Citrus species caused by the bacterium Xanthomonas citri. Infection causes lesions on the leaves, stems, and fruit of citrus trees, including lime, oranges, and grapefruit.",alternaria blight,"Alternaria solani is a fungal pathogen that produces a disease in tomato and potato plants called early blight. The pathogen produces distinctive ""bullseye"" patterned leaf spots and can also cause stem lesions and fruit rot on tomato and tuber blight on potato.",citrus_canker,early_blight,https://en.wikipedia.org/wiki/Citrus_canker,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.1646,good,good,D,0.0,,,original_llm,0,disease,disease,,0,0
banana wilt,"Panama disease is a plant disease that infects banana plants. It is a wilting disease caused by the fungus Fusarium oxysporum f. The pathogen is resistant to fungicides, and its control is limited to phytosanitary measures.",banana panama disease,"Panama disease is a plant disease that infects banana plants. It is a wilting disease caused by the fungus Fusarium oxysporum f. The pathogen is resistant to fungicides, and its control is limited to phytosanitary measures.",banana_fusarium_wilt,banana_fusarium_wilt,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.7588,good,good,A,0.3333,,,original_llm,0,disease,disease,,0,1
panama disease,Panama disease (or Fusarium wilt) is a plant disease that infects banana plants (Musa spp.). It is a wilting disease caused by the fungus Fusarium oxysporum f. sp. cubense.,closterovirus,"Closterovirus, also known as beet yellows viral group, is a genus of viruses, in the family Closteroviridae. There are 24 species in this genus. Diseases associated with this genus include: yellowing and necrosis, particularly affecting the phloem.",banana_fusarium_wilt,agrovoc_c_32854,https://en.wikipedia.org/wiki/Panama_disease,http://aims.fao.org/aos/agrovoc/c_32854,0,0,0.001,good,poor,D,0.0,,,original_llm,0,disease,plant,,0,0
corn common rust,"Puccinia sorghi, or common rust of maize, is a species of rust fungus that infects corn and species from the plant genus Oxalis.",maize rust,"Puccinia sorghi, or common rust of maize, is a species of rust fungus that infects corn and species from the plant genus Oxalis.",common_corn_rust,common_corn_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.05,good,good,A,0.25,,,original_llm,0,fungus,fungus,,0,1
septoria blight,"Septoria is a genus of fungal plant pathogens in the phylum Ascomycota. They cause necrotic leaf spots on the leaves of their hosts, producing filiform or cylindrical conidia inside pycnidia embedded in the leaves.",septoria spot,Septoria lycopersici is a fungal pathogen that is most commonly found infecting tomatoes. It causes one of the most destructive diseases of tomatoes and attacks tomatoes during any stage of development.,septoria_leaf_spot,septoria_leaf_spot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.9202,poor,good,A,0.5,,,original_llm,0,fungus,fungus,,0,0
spider mites,"Spider mites are members of the family Tetranychidae, which includes about 1,200 species. They are part of the subclass Acari (mites). Spider mites generally live on the undersides of leaves of plants, where they may spin protective silk webs, and can cause damage by puncturing the plant cells to feed.",potato blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",tomato_spider_mites,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.0143,good,good,D,0.0,,,original_llm,0,plant,fungus,,0,0
erwinia atroseptica,"Beet vascular necrosis and rot is a soft rot disease caused by the bacterium Pectobacterium carotovorum subsp. betavasculorum, which has also been known as Pectobacterium betavasculorum and Erwinia carotovora subsp.",scabiosa caucasica,"Lomelosia caucasica, the Caucasian pincushion flower, pincushion-flower or Caucasian scabious, is a species of flowering plant in the family Caprifoliaceae, native to the Caucasus, north eastern Turkey, and northern Iran.",agrovoc_c_b8694bb6,agrovoc_c_27363,http://aims.fao.org/aos/agrovoc/c_b8694bb6,http://aims.fao.org/aos/agrovoc/c_27363,0,0,0.9099,good,good,D,0.0,,,original_llm,0,disease,plant,,0,0
plb,Oomycete disease of potato caused by Phytophthora infestans. Causes dark water-soaked lesions on leaves and tuber rot. T,potato late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",late_blight,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.4436,good,good,B,0.0,,,original_llm,0,disease,fungus,,0,0
eb,Fungal disease of tomato caused by Alternaria solani. Produces dark concentric ring lesions giving a target-board appear,potato early blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",early_blight,early_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.4288,good,good,B,0.0,,,original_llm,0,fungus,fungus,,0,0
pectobacterium carotovorum subsp. atrosepticum,Pectobacterium carotovorum is a bacterium of the family Pectobacteriaceae; it used to be a member of the genus Erwinia.,fusarium sporotrichiella,"Fusarium sporotrichioides is a fungal plant pathogen, one of various Fusarium species responsible for damaging crops, in particular causing a condition known as Fusarium head blight in wheat, consequently being of notable agricultural and economic importance.",agrovoc_c_b8694bb6,agrovoc_c_37580,http://aims.fao.org/aos/agrovoc/c_b8694bb6,http://aims.fao.org/aos/agrovoc/c_37580,0,0,0.0246,good,good,D,0.0,,,original_llm,0,plant,fungus,,0,0
rabbit fibroma virus,"The Shope papilloma virus (SPV), also known as cottontail rabbit papilloma virus (CRPV) or Kappapapillomavirus 2, is a papillomavirus which infects certain species of rabbit and hare, causing cancerous lesions (carcinomas) resembling horns, typically on or near the animal's head.",leporipoxvirus,"Leporipoxvirus is a genus of viruses, in the family Poxviridae, in the subfamily Chordopoxvirinae. Lagomorphs and squirrels serve as natural hosts. There are three species in this genus.",agrovoc_c_4274,agrovoc_c_4274,http://aims.fao.org/aos/agrovoc/c_4274,http://aims.fao.org/aos/agrovoc/c_4274,1,1,0.8695,good,poor,B,0.0,,,original_llm,0,virus,plant,,0,0
tomato late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",potato late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",late_blight,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.8212,good,good,A,0.3333,,,original_llm,0,fungus,fungus,,0,1
apple scab,"Apple scab is a common disease of plants in the rose family (Rosaceae) that is caused by the ascomycete fungus Venturia inaequalis. While this disease affects several plant genera, including Sorbus, Cotoneaster, and Pyrus, it is most commonly associated with the infection of Malus trees, including species of flowering crabapple, as well as cultivated apple.",cereal rust,"Stem rust, also known as cereal rust, black rust, red rust or red dust, is caused by the fungus Puccinia graminis, which causes significant disease in cereal crops.",apple_scab,stem_rust,https://en.wikipedia.org/wiki/Apple_scab,https://en.wikipedia.org/wiki/Stem_rust,0,0,0.1753,good,good,D,0.0,,,original_llm,0,disease,fungus,,0,0
diabrotica,"Diabrotica is a large, widespread genus of beetles in the family Chrysomelidae. Members of this genus include several destructive agricultural pest species, sometimes referred to as corn rootworms.",brown rust of wheat,"Wheat leaf rust is a fungal disease that affects wheat, barley, rye stems, leaves and grains. In temperate zones it is destructive on winter wheat because the pathogen overwinters.",agrovoc_c_2235,wheat_leaf_rust,http://aims.fao.org/aos/agrovoc/c_2235,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.001,good,good,D,0.0,,,original_llm,0,plant,fungus,,0,0
late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",plb,Oomycete disease of potato caused by Phytophthora infestans. Causes dark water-soaked lesions on leaves and tuber rot. T,late_blight,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.3924,good,good,B,0.0,,,original_llm,0,fungus,disease,,0,0
potato early blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",peb,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, pr",early_blight,early_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,1,0.4656,good,good,B,0.0,,,original_llm,0,fungus,fungus,,0,0
fusarium wilt of banana,"Fusarium wilt is a common vascular wilt fungal disease, exhibiting symptoms similar to Verticillium wilt. This disease has been investigated extensively since the early years of this century. The pathogen that causes Fusarium wilt is Fusarium oxysporum (F. oxysporum).",huanglongbing,Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has,banana_fusarium_wilt,citrus_greening_hlb,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.001,good,good,D,0.0,,,original_llm,0,disease,disease,,0,0
tomato early blight,"Alternaria solani is a fungal pathogen that produces a disease in tomato and potato plants called early blight. The pathogen produces distinctive ""bullseye"" patterned leaf spots and can also cause stem lesions and fruit rot on tomato and tuber blight on potato.",gastrothylax,"Indoplanorbis exustus is a species of air-breathing freshwater snail, an aquatic pulmonate gastropod mollusk in the ram'",early_blight,agrovoc_c_3202,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_3202,0,0,0.001,good,medium,D,0.0,,,original_llm,0,disease,plant,,0,0
sclerotium oryzae sativae,This article is a list of diseases of rice. Diseases have historically been one of the major causes of rice shortages.,trust territory of pacific islands,The Trust Territory of the Pacific Islands (TTPI) was a United Nations trust territory in Micronesia administered by the United States from 1947 to 1994.,agrovoc_c_26673,agrovoc_c_7986,http://aims.fao.org/aos/agrovoc/c_26673,http://aims.fao.org/aos/agrovoc/c_7986,0,0,0.001,poor,good,D,0.0,,,original_llm,0,unknown,unknown,,0,0
potyvirus group,"Potyvirus is a genus of positive-strand RNA viruses in the family Potyviridae. Like begomoviruses, members of this genus may cause significant losses in agricultural, pastoral, horticultural, and ornamental crops.",banana fusarium wilt,"cubense is a fungal plant pathogen that causes Panama disease of banana, also known as Fusarium wilt. The fungi and the related disease are responsible for widespread pressure on banana growing regions, destroying the economic viability of several commercially important banana varieties.",agrovoc_c_32866,banana_fusarium_wilt,http://aims.fao.org/aos/agrovoc/c_32866,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.001,poor,good,D,0.0,,,original_llm,0,plant,disease,,0,0
nepovirus group,"Nepovirus is a genus of viruses in the order Picornavirales, in the family Secoviridae, in the subfamily Comovirinae. There are 78 species in this genus.",lyssavirus,"Lyssavirus is a genus of RNA viruses in the family Rhabdoviridae, order Mononegavirales. Mammals, including humans, can serve as natural hosts. The genus Lyssavirus includes the causative agent of rabies.",agrovoc_c_32864,agrovoc_c_4489,http://aims.fao.org/aos/agrovoc/c_32864,http://aims.fao.org/aos/agrovoc/c_4489,0,0,0.0906,poor,poor,D,0.0,,,original_llm,1,plant,plant,,0,0
nucleorhabdovirus,"Nucleorhabdovirus was a genus of viruses in the family Rhabdoviridae. In 2020, the genus was split into the following three genera, all of which still contain the name nucleorhabdovirus and which are assigned to the same family:Alphanucleorhabdovirus Betanucleorhabdovirus Gammanucleorhabdovirus",protopterus aethiopicus,"Lungfish, also known as dipnoans, are freshwater vertebrates belonging to the class Dipnoi. Lungfish are best known for",agrovoc_c_e8ba1725,agrovoc_c_38960,http://aims.fao.org/aos/agrovoc/c_e8ba1725,http://aims.fao.org/aos/agrovoc/c_38960,0,0,0.001,medium,medium,D,0.0,,,original_llm,0,plant,unknown,,0,0
sclerotinia libertiana,"Sclerotinia sclerotiorum is a plant pathogenic fungus and can cause a disease called white mold if conditions are conducive. sclerotiorum can also be known as cottony rot, watery soft rot, stem rot, drop, crown rot and blossom blight.",cherry powdery mildew,Fungal disease of cherry caused by Podosphaera clandestina. Forms white powdery patches on young leaves and shoots. Dist,agrovoc_c_27369,cherry_powdery_mildew,http://aims.fao.org/aos/agrovoc/c_27369,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.001,good,medium,D,0.0,,,original_llm,0,disease,fungus,,0,0
bacterial spot of pepper,"Bacterial leaf spot on peppers and tomatoes is caused by a gram-negative and rod-shaped bacterium in the genus Xanthomonas. It causes symptoms throughout the above-ground portion of the plant including leaf spots, fruit spots and stem cankers.",guignardia rot,"Grape black rot is a fungal disease caused by an ascomycetous fungus, Guignardia bidwellii, that attacks grape vines during hot and humid weather. The disease ""originated in eastern North America, but now occurs in portions of Europe, South America, and Asia.",pepper_bacterial_spot,grape_black_rot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,0,0.1837,good,good,D,0.0,,,original_llm,0,bacteria,disease,,0,0
